 2074309 | 16Bm07 Jan 27 03:03:44 17 | 17AP30 Nr0051_1  | 10:44:00.0  30:00:00 2000 | 300 | r | 1.02 | 0.50 0.53   687 |     OG1 |   OB151 |P 1 V Q R|
 2104118 | 17Am05 May 19 00:20:46 17 | 17AP30 Nr3056_1  | 13:39:40.8  50:34:48 2000 | 128 | r | 1.29 | 0.63 0.65   321 |   OG697 |  OB9166 |P 1 V Q R|
 2104119 | 17Am05 May 19 00:23:45 17 | 17AP30 Nr3057_1  | 13:45:45.6  50:34:48 2000 | 133 | r | 1.29 | 0.66 0.69   327 |   OG697 |  OB9169 |P 1 V Q R|
 2104120 | 17Am05 May 19 00:26:43 17 | 17AP30 Nr3058_1  | 13:51:50.4  50:34:48 2000 | 132 | r | 1.28 | 0.64 0.67   323 |   OG697 |  OB9172 |P 1 V Q R|
 2104121 | 17Am05 May 19 00:29:40 17 | 17AP30 Nr3059_1  | 13:57:55.2  50:34:48 2000 | 131 | r | 1.27 | 0.60 0.62   314 |   OG697 |  OB9175 |P 1 V Q R|
 2104122 | 17Am05 May 19 00:32:34 17 | 17AP30 Nr3060_1  | 14:04:00.0  50:34:48 2000 | 128 | r | 1.27 | 0.54 0.56   312 |   OG697 |  OB9178 |P 1 V Q R|
 2104123 | 17Am05 May 19 00:35:24 17 | 17AP30 Nr3061_1  | 14:10:04.8  50:34:48 2000 | 125 | r | 1.26 | 0.54 0.57   302 |   OG697 |  OB9181 |P 1 V Q R|
 2104124 | 17Am05 May 19 00:38:17 17 | 17AP30 Nr3179_1  | 13:38:33.6  51:33:36 2000 | 125 | r | 1.35 | 0.61 0.63   319 |   OG724 |  OB9535 |P 1 V Q R|
 2104125 | 17Am05 May 19 00:41:09 17 | 17AP30 Nr3180_1  | 13:44:48.0  51:33:36 2000 | 126 | r | 1.34 | 0.56 0.59   307 |   OG724 |  OB9538 |P 1 V Q R|
 2104126 | 17Am05 May 19 00:44:07 17 | 17AP30 Nr3181_1  | 13:51:02.4  51:33:36 2000 | 133 | r | 1.33 | 0.61 0.63   315 |   OG724 |  OB9541 |P 1 V Q R|
 2104127 | 17Am05 May 19 00:46:59 17 | 17AP30 Nr3182_1  | 13:57:16.8  51:33:36 2000 | 126 | r | 1.33 | 0.62 0.64   295 |   OG724 |  OB9544 |P 1 V Q R|
 2104128 | 17Am05 May 19 00:49:50 17 | 17AP30 Nr3183_1  | 14:03:31.2  51:33:36 2000 | 125 | r | 1.32 | 0.66 0.68   300 |   OG724 |  OB9547 |P 1 V Q R|
 2104129 | 17Am05 May 19 00:52:44 17 | 17AP30 Nr3184_1  | 14:09:45.6  51:33:36 2000 | 129 | r | 1.31 | 0.61 0.63   311 |   OG724 |  OB9550 |P 1 V Q R|
 2104130 | 17Am05 May 19 00:55:40 17 | 17AP30 Nr3185_1  | 14:16:00.0  51:33:36 2000 | 130 | r | 1.30 | 0.64 0.67   313 |   OG724 |  OB9553 |P 1 V Q R|
 2104131 | 17Am05 May 19 00:58:48 17 | 17AP30 Nr3062_2  | 14:18:21.6  50:54:46 2000 | 143 | r | 1.30 | 0.68 0.70   340 |   OG701 |  OB9185 |P 1 V Q R|
 2104132 | 17Am05 May 19 01:01:51 17 | 17AP30 Nr3063_2  | 14:24:26.4  50:54:46 2000 | 137 | r | 1.29 | 0.59 0.62   326 |   OG701 |  OB9188 |P 1 V Q R|
 2104133 | 17Am05 May 19 01:04:54 17 | 17AP30 Nr3064_2  | 14:30:31.2  50:54:46 2000 | 137 | r | 1.28 | 0.57 0.60   325 |   OG701 |  OB9191 |P 1 V Q R|
 2104134 | 17Am05 May 19 01:07:51 17 | 17AP30 Nr3065_2  | 14:36:36.0  50:54:46 2000 | 132 | r | 1.28 | 0.64 0.67   328 |   OG701 |  OB9194 |P 1 V Q R|
 2104135 | 17Am05 May 19 01:10:46 17 | 17AP30 Nr3066_2  | 14:42:40.8  50:54:46 2000 | 130 | r | 1.27 | 0.80 0.83   328 |   OG701 |  OB9197 |P 1 V Q R|
 2104136 | 17Am05 May 19 01:13:45 17 | 17AP30 Nr3067_2  | 14:48:45.6  50:54:46 2000 | 133 | r | 1.26 | 0.69 0.71   334 |   OG701 |  OB9200 |P 1 V Q R|
 2104137 | 17Am05 May 19 01:17:03 17 | 17AP30 Nr3068_2  | 14:54:50.4  50:54:46 2000 | 153 | r | 1.26 | 0.68 0.70   397 |   OG701 |  OB9203 |P 2 V Q R|
 2104138 | 17Am05 May 19 01:20:18 17 | 17AP30 Nr3186_2  | 14:24:28.8  51:53:34 2000 | 147 | r | 1.35 | 0.67 0.69   421 |   OG728 |  OB9557 |P 3 O Q R|
 2104139 | 17Am05 May 19 01:23:28 17 | 17AP30 Nr3187_2  | 14:30:43.2  51:53:34 2000 | 144 | r | 1.34 | 0.86 0.89   418 |   OG728 |  OB9560 |P 1 V Q R|
 2104140 | 17Am05 May 19 01:27:36 17 | 17AP30 Nr3188_2  | 14:36:57.6  51:53:34 2000 | 203 | r | 1.33 | 0.81 0.84   593 |   OG728 |  OB9563 |P 1 V Q R|
 2104141 | 17Am05 May 19 01:31:28 17 | 17AP30 Nr3189_2  | 14:43:12.0  51:53:34 2000 | 187 | r | 1.32 | 0.76 0.79   555 |   OG728 |  OB9566 |P 1 V Q R|
 2104142 | 17Am05 May 19 01:35:09 17 | 17AP30 Nr3190_2  | 14:49:26.4  51:53:34 2000 | 175 | r | 1.32 | 0.63 0.65   535 |   OG728 |  OB9569 |P 1 V Q R|
 2104143 | 17Am05 May 19 01:39:04 17 | 17AP30 Nr3191_2  | 14:55:40.8  51:53:34 2000 | 190 | r | 1.31 | 0.62 0.64   582 |   OG728 |  OB9572 |P 1 V Q R|
 2104144 | 17Am05 May 19 01:43:08 17 | 17AP30 Nr3192_2  | 15:01:55.2  51:53:34 2000 | 198 | r | 1.31 | 0.67 0.68   625 |   OG728 |  OB9575 |P 1 V Q R|
 2104145 | 17Am05 May 19 01:47:10 17 | 17AP30 Nr3307_2  | 14:27:19.2  52:52:22 2000 | 196 | r | 1.43 | 0.79 0.81   681 |   OG755 |  OB9920 |P 3 O Q R|
 2104146 | 17Am05 May 19 01:51:29 17 | 17AP30 Nr3308_2  | 14:33:40.8  52:52:22 2000 | 213 | r | 1.42 | 0.86 0.88   748 |   OG755 |  OB9923 |P 1 V Q R|
 2104147 | 17Am05 May 19 01:55:42 17 | 17AP30 Nr3309_2  | 14:40:02.4  52:52:22 2000 | 207 | r | 1.41 | 0.85 0.87   719 |   OG755 |  OB9926 |P 1 V Q R|
 2104148 | 17Am05 May 19 01:59:58 17 | 17AP30 Nr3310_2  | 14:46:24.0  52:52:22 2000 | 211 | r | 1.41 | 0.78 0.80   728 |   OG755 |  OB9929 |P 1 V Q R|
 2104149 | 17Am05 May 19 02:04:35 17 | 17AP30 Nr3311_2  | 14:52:45.6  52:52:22 2000 | 230 | r | 1.40 | 0.78 0.81   801 |   OG755 |  OB9932 |P 1 V Q R|
 2104150 | 17Am05 May 19 02:08:51 17 | 17AP30 Nr3312_2  | 14:59:07.2  52:52:22 2000 | 205 | r | 1.40 | 0.72 0.73   719 |   OG755 |  OB9935 |P 1 V Q R|
 2104151 | 17Am05 May 19 02:13:24 17 | 17AP30 Nr3313_2  | 15:05:28.8  52:52:22 2000 | 228 | r | 1.39 | 0.74 0.76   823 |   OG755 |  OB9938 |P 3 O Q R|
 2104152 | 17Am05 May 19 02:17:57 17 | 17AP30 Nr0865_1  | 15:08:19.2  34:54:00 2000 | 210 | r | 1.25 | 0.73 0.75   753 |   OG205 |  OB2593 |P 1 V Q R|
 2104153 | 17Am05 May 19 02:22:12 17 | 17AP30 Nr0866_1  | 15:13:02.4  34:54:00 2000 | 209 | r | 1.25 | 0.79 0.81   752 |   OG205 |  OB2596 |P 1 V Q R|
 2104154 | 17Am05 May 19 02:26:17 17 | 17AP30 Nr0867_1  | 15:17:45.6  34:54:00 2000 | 199 | r | 1.25 | 0.88 0.90   722 |   OG205 |  OB2599 |P 1 V Q R|
 2104155 | 17Am05 May 19 02:30:28 17 | 17AP30 Nr0868_1  | 15:22:28.8  34:54:00 2000 | 206 | r | 1.24 | 0.75 0.77   751 |   OG205 |  OB2602 |P 1 V Q R|
 2104156 | 17Am05 May 19 02:34:55 17 | 17AP30 Nr0869_1  | 15:27:12.0  34:54:00 2000 | 221 | r | 1.24 | 0.77 0.79   811 |   OG205 |  OB2605 |P 1 V Q R|
 2104157 | 17Am05 May 19 02:39:06 17 | 17AP30 Nr0870_1  | 15:31:55.2  34:54:00 2000 | 204 | r | 1.24 | 0.72 0.75   766 |   OG205 |  OB2608 |P 1 V Q R|
 2104158 | 17Am05 May 19 02:43:24 17 | 17AP30 Nr0871_1  | 15:36:38.4  34:54:00 2000 | 213 | r | 1.24 | 0.74 0.76   779 |   OG205 |  OB2611 |P 1 V Q R|
 2104159 | 17Am05 May 19 02:47:37 17 | 17AP30 Nr1014_1  | 15:07:48.0  35:52:48 2000 | 205 | r | 1.37 | 0.80 0.82   820 |   OG241 |  OB3040 |P 1 V Q R|
 2104160 | 17Am05 May 19 02:51:50 17 | 17AP30 Nr1015_1  | 15:12:33.6  35:52:48 2000 | 208 | r | 1.37 | 0.82 0.84   840 |   OG241 |  OB3043 |P 1 V Q R|
 2104161 | 17Am05 May 19 02:56:25 17 | 17AP30 Nr1016_1  | 15:17:19.2  35:52:48 2000 | 229 | r | 1.36 | 0.79 0.81   912 |   OG241 |  OB3046 |P 1 V Q R|
 2104162 | 17Am05 May 19 03:01:04 17 | 17AP30 Nr1017_1  | 15:22:04.8  35:52:48 2000 | 234 | r | 1.36 | 0.78 0.80   904 |   OG241 |  OB3049 |P 1 V Q R|
 2104163 | 17Am05 May 19 03:05:36 17 | 17AP30 Nr1018_1  | 15:26:50.4  35:52:48 2000 | 226 | r | 1.36 | 0.82 0.83   858 |   OG241 |  OB3052 |P 1 V Q R|
 2104164 | 17Am05 May 19 03:10:03 17 | 17AP30 Nr1019_1  | 15:31:36.0  35:52:48 2000 | 222 | r | 1.36 | 0.83 0.84   830 |   OG241 |  OB3055 |P 1 V Q R|
 2104165 | 17Am05 May 19 03:14:36 17 | 17AP30 Nr1020_1  | 15:36:21.6  35:52:48 2000 | 225 | r | 1.36 | 0.83 0.85   827 |   OG241 |  OB3058 |P 1 V Q R|
 2104166 | 17Am05 May 19 03:20:21 17 | 17AP30 Nr1456_1  | 15:19:50.4  38:49:12 2000 | 300 | r | 1.48 | 0.88 0.90  1154 |   OG343 |  OB4366 |P 3 O D R|
 2104167 | 17Am05 May 19 03:24:38 17 | 17AP30 Nr0274_2  | 16:04:02.4  31:18:46 2000 | 209 | r | 1.28 | 0.77 0.79   711 |    OG68 |   OB821 |P 1 V Q R|
 2104168 | 17Am05 May 19 03:25:54 17 | 17AP30 Nr0431_2  | 16:31:38.4  32:17:34 2000 |  30 | r | 1.20 | 0.74 0.77    98 |   OG104 |  OB1292 |P 1 O Q R|
 2104169 | 17Am05 May 19 03:27:10 17 | 17AP30 Nr0431_2  | 16:31:38.4  32:17:34 2000 |  30 | r | 1.21 | 0.76 0.79    97 |   OG104 |  OB1292 |P 1 O Q R|
 2104170 | 17Am05 May 19 03:32:56 17 | 17AP30 Nr0431_2  | 16:31:38.4  32:17:34 2000 | 300 | r | 1.21 | 0.80 0.82   969 |   OG104 |  OB1292 |P 3 O Q R|
 2104171 | 17Am05 May 19 03:37:24 17 | 17AP30 Nr0576_2  | 16:05:04.8  33:16:22 2000 | 223 | r | 1.33 | 0.84 0.86   777 |   OG140 |  OB1727 |P 3 O Q R|
 2104172 | 17Am05 May 19 03:41:29 17 | 17AP30 Nr0577_2  | 16:09:40.8  33:16:22 2000 | 200 | r | 1.33 | 0.87 0.89   703 |   OG140 |  OB1730 |P 3 O Q R|
 2104263 | 17Am05 May 19 20:33:59 17 | 17AP30 Nr2800_1  | 13:26:38.4  48:37:12 2000 |  30 | r | 1.20 | 0.64 0.66    83 |   OG643 |  OB8398 |P 1 O Q R|
 2104264 | 17Am05 May 19 20:35:15 17 | 17AP30 Nr2800_1  | 13:26:38.4  48:37:12 2000 |  30 | r | 1.19 | 0.67 0.68    84 |   OG643 |  OB8398 |P 1 O Q R|
 2104265 | 17Am05 May 19 20:37:52 17 | 17AP30 Nr2800_1  | 13:26:38.4  48:37:12 2000 | 100 | r | 1.19 | 0.61 0.62   281 |   OG643 |  OB8398 |P 5 O Q R|
 2104266 | 17Am05 May 19 20:43:52 17 | 17AP30 Nr2806_1  | 14:01:40.8  48:37:12 2000 | 300 | r | 1.25 | 0.79 0.79   874 |   OG643 |  OB8416 |P 5 O Q R|
 2104267 | 17Am05 May 19 20:47:07 17 | 17AP30 Nr3300_1  | 13:40:28.8  52:32:24 2000 | 145 | r | 1.25 | 0.64 0.66   445 |   OG751 |  OB9898 |P 1 V Q R|
 2104268 | 17Am05 May 19 20:50:38 17 | 17AP30 Nr3301_1  | 13:46:50.4  52:32:24 2000 | 166 | r | 1.25 | 0.64 0.65   508 |   OG751 |  OB9901 |P 1 V Q R|
 2104269 | 17Am05 May 19 20:54:09 17 | 17AP30 Nr3302_1  | 13:53:12.0  52:32:24 2000 | 159 | r | 1.25 | 0.81 0.83   494 |   OG751 |  OB9904 |P 1 V Q R|
 2104270 | 17Am05 May 19 20:57:33 17 | 17AP30 Nr3303_1  | 13:59:33.6  52:32:24 2000 | 159 | r | 1.26 | 0.81 0.81   496 |   OG751 |  OB9907 |P 1 V Q R|
 2104271 | 17Am05 May 19 21:01:18 17 | 17AP30 Nr3304_1  | 14:05:55.2  52:32:24 2000 | 180 | r | 1.26 | 0.72 0.73   561 |   OG751 |  OB9910 |P 1 V Q R|
 2104272 | 17Am05 May 19 21:05:07 17 | 17AP30 Nr3305_1  | 14:12:16.8  52:32:24 2000 | 180 | r | 1.27 | 0.75 0.77   572 |   OG751 |  OB9913 |P 1 V Q R|
 2104273 | 17Am05 May 19 21:08:41 17 | 17AP30 Nr3306_1  | 14:18:38.4  52:32:24 2000 | 169 | r | 1.27 | 0.76 0.77   532 |   OG751 |  OB9916 |P 1 V Q R|
 2104289 | 17Am05 May 19 22:54:41 17 | 17AP30 Nr3869_2  | 13:16:12.0  57:46:22 2000 |  30 | r | 1.30 | 0.73 0.74    87 |   OG872 | OB11606 |P 1 O Q R|
 2104290 | 17Am05 May 19 22:55:56 17 | 17AP30 Nr3869_2  | 13:16:12.0  57:46:22 2000 |  30 | r | 1.30 | 0.78 0.80    87 |   OG872 | OB11606 |P 1 O Q R|
 2104291 | 17Am05 May 19 23:01:47 17 | 17AP30 Nr3869_2  | 13:16:12.0  57:46:22 2000 | 300 | r | 1.31 | 0.73 0.74   858 |   OG872 | OB11606 |P 3 O Q R|
 2104292 | 17Am05 May 19 23:05:27 17 | 17AP30 Nr3870_2  | 13:23:24.0  57:46:22 2000 | 174 | r | 1.30 | 0.70 0.72   492 |   OG872 | OB11609 |P 1 V Q R|
 2104293 | 17Am05 May 19 23:08:52 17 | 17AP30 Nr3871_2  | 13:30:36.0  57:46:22 2000 | 160 | r | 1.30 | 0.69 0.71   445 |   OG872 | OB11612 |P 1 V Q R|
 2104294 | 17Am05 May 19 23:12:12 17 | 17AP30 Nr3872_2  | 13:37:48.0  57:46:22 2000 | 154 | r | 1.30 | 0.68 0.72   428 |   OG872 | OB11615 |P 1 V Q R|
 2104295 | 17Am05 May 19 23:15:29 17 | 17AP30 Nr3873_2  | 13:45:00.0  57:46:22 2000 | 151 | r | 1.29 | 0.71 0.73   415 |   OG872 | OB11618 |P 1 V Q R|
 2104296 | 17Am05 May 19 23:18:49 17 | 17AP30 Nr3874_2  | 13:52:12.0  57:46:22 2000 | 151 | r | 1.29 | 0.71 0.71   411 |   OG872 | OB11621 |P 1 V Q R|
 2104297 | 17Am05 May 19 23:22:10 17 | 17AP30 Nr3875_2  | 13:59:24.0  57:46:22 2000 | 153 | r | 1.29 | 0.70 0.72   414 |   OG872 | OB11624 |P 1 V Q R|
 2104298 | 17Am05 May 19 23:24:39 17 | 17AP30 Nr3978_2  | 13:20:28.8  58:45:10 2000 | 100 | r | 1.35 | 0.69 0.71   283 |   OG896 | OB11933 |P 1 V Q R|
 2104299 | 17Am05 May 19 23:31:01 17 | 17AP30 Nr2806_1  | 14:01:40.8  48:37:12 2000 | 300 | r | 1.16 | 0.59 0.61   771 |   OG643 |  OB8416 |P 3 O Q R|
 2104300 | 17Am05 May 19 23:34:48 17 | 17AP30 Nr3979_2  | 13:27:52.8  58:45:10 2000 | 163 | r | 1.35 | 0.79 0.79   457 |   OG896 | OB11936 |P 1 V Q R|
 2104301 | 17Am05 May 19 23:37:49 17 | 17AP30 Nr3980_2  | 13:35:16.8  58:45:10 2000 | 135 | r | 1.35 | 0.93 0.93   379 |   OG896 | OB11939 |P 3 O Q R|
 2104302 | 17Am05 May 19 23:41:25 17 | 17AP30 Nr3981_2  | 13:42:40.8  58:45:10 2000 | 167 | r | 1.34 | 0.76 0.78   465 |   OG896 | OB11942 |P 1 V Q R|
 2104303 | 17Am05 May 19 23:42:44 17 | 17AP30 Nr3869_2  | 13:16:12.0  57:46:22 2000 |  30 | r | 1.38 | 0.80 0.81    86 |   OG872 | OB11606 |P 1 O Q R|
 2104304 | 17Am05 May 19 23:44:00 17 | 17AP30 Nr3869_2  | 13:16:12.0  57:46:22 2000 |  30 | r | 1.38 | 0.69 0.69    86 |   OG872 | OB11606 |P 1 O Q R|
 2104305 | 17Am05 May 19 23:46:26 17 | 17AP30 Nr3869_2  | 13:16:12.0  57:46:22 2000 | 100 | r | 1.38 | 0.77 0.77   285 |   OG872 | OB11606 |P 1 V Q R|
 2104306 | 17Am05 May 19 23:49:50 17 | 17AP30 Nr3982_2  | 13:50:04.8  58:45:10 2000 | 158 | r | 1.34 | 0.77 0.77   448 |   OG896 | OB11945 |P 1 V Q R|
 2104307 | 17Am05 May 19 23:53:41 17 | 17AP30 Nr3983_2  | 13:57:28.8  58:45:10 2000 | 185 | r | 1.34 | 0.71 0.73   525 |   OG896 | OB11948 |P 1 V Q R|
 2104308 | 17Am05 May 19 23:57:15 17 | 17AP30 Nr3984_2  | 14:04:52.8  58:45:10 2000 | 169 | r | 1.33 | 0.77 0.78   476 |   OG896 | OB11951 |P 1 V Q R|
 2104309 | 17Am05 May 20 00:01:50 17 | 17AP30 Nr4084_2  | 13:24:21.6  59:43:58 2000 | 187 | r | 1.43 | 0.68 0.69   568 |   OG917 | OB12251 |P 1 V Q R|
 2104310 | 17Am05 May 20 00:05:30 17 | 17AP30 Nr4085_2  | 13:31:57.6  59:43:58 2000 | 175 | r | 1.42 | 0.67 0.69   532 |   OG917 | OB12254 |P 1 V Q R|
 2104311 | 17Am05 May 20 00:09:08 17 | 17AP30 Nr4086_2  | 13:39:33.6  59:43:58 2000 | 172 | r | 1.41 | 0.74 0.77   504 |   OG917 | OB12257 |P 1 V Q R|
 2104312 | 17Am05 May 20 00:12:37 17 | 17AP30 Nr4087_2  | 13:47:09.6  59:43:58 2000 | 163 | r | 1.41 | 0.79 0.81   476 |   OG917 | OB12260 |P 1 V Q R|
 2104313 | 17Am05 May 20 00:16:16 17 | 17AP30 Nr4088_2  | 13:54:45.6  59:43:58 2000 | 162 | r | 1.40 | 0.87 0.89   461 |   OG917 | OB12263 |P 1 V Q R|
 2104314 | 17Am05 May 20 00:20:16 17 | 17AP30 Nr4089_2  | 14:02:21.6  59:43:58 2000 | 189 | r | 1.39 | 0.80 0.83   529 |   OG917 | OB12266 |P 1 V Q R|
 2104315 | 17Am05 May 20 00:24:29 17 | 17AP30 Nr4090_2  | 14:09:57.6  59:43:58 2000 | 207 | r | 1.39 | 0.71 0.73   581 |   OG917 | OB12269 |P 1 V Q R|
 2104316 | 17Am05 May 20 00:29:24 17 | 17AP30 Nr4188_2  | 13:30:02.4  60:42:46 2000 | 157 | r | 1.50 | 0.79 0.82   478 |   OG938 | OB12563 |P 1 V Q R|
 2104317 | 17Am05 May 20 00:30:40 17 | 17AP30 Nr3980_2  | 13:35:16.8  58:45:10 2000 |  30 | r | 1.46 | 0.73 0.75    89 |   OG896 | OB11939 |P 1 O Q R|
 2104318 | 17Am05 May 20 00:31:56 17 | 17AP30 Nr3980_2  | 13:35:16.8  58:45:10 2000 |  30 | r | 1.47 | 0.72 0.71    89 |   OG896 | OB11939 |P 1 O Q R|
 2104319 | 17Am05 May 20 00:37:41 17 | 17AP30 Nr3980_2  | 13:35:16.8  58:45:10 2000 | 300 | r | 1.47 | 0.88 0.90   883 |   OG896 | OB11939 |P 1 O Q R|
 2104320 | 17Am05 May 20 00:41:14 17 | 17AP30 Nr4189_2  | 13:37:52.8  60:42:46 2000 | 168 | r | 1.51 | 0.99 0.99   504 |   OG938 | OB12566 |P 3 O Q R|
 2104321 | 17Am05 May 20 00:45:24 17 | 17AP30 Nr4190_2  | 13:45:43.2  60:42:46 2000 | 196 | r | 1.50 | 1.03 1.06   593 |   OG938 | OB12569 |P 3 O Q R|
 2104322 | 17Am05 May 20 00:50:16 17 | 17AP30 Nr4191_2  | 13:53:33.6  60:42:46 2000 | 246 | r | 1.49 | 0.89 0.89   747 |   OG938 | OB12572 |P 1 V Q R|
 2104323 | 17Am05 May 20 00:55:00 17 | 17AP30 Nr4192_2  | 14:01:24.0  60:42:46 2000 | 239 | r | 1.49 | 0.88 0.90   727 |   OG938 | OB12575 |P 1 V Q R|
 2104324 | 17Am05 May 20 01:00:02 17 | 17AP30 Nr4193_2  | 14:09:14.4  60:42:46 2000 | 238 | r | 1.48 | 0.91 0.91   734 |   OG938 | OB12578 |P 3 O Q R|
 2104325 | 17Am05 May 20 01:04:15 17 | 17AP30 Nr4194_2  | 14:17:04.8  60:42:46 2000 | 207 | r | 1.47 | 0.78 0.79   651 |   OG938 | OB12581 |P 1 V Q R|
 2104326 | 17Am05 May 20 01:05:47 17 | 17AP30 Nr2806_1  | 14:01:40.8  48:37:12 2000 |  30 | r | 1.35 | 0.76 0.79    93 |   OG643 |  OB8416 |P 1 O Q R|
 2104327 | 17Am05 May 20 01:07:02 17 | 17AP30 Nr2806_1  | 14:01:40.8  48:37:12 2000 |  30 | r | 1.35 | 0.70 0.74    92 |   OG643 |  OB8416 |P 1 O Q R|
 2104328 | 17Am05 May 20 01:09:28 17 | 17AP30 Nr2806_1  | 14:01:40.8  48:37:12 2000 | 100 | r | 1.36 | 0.70 0.72   311 |   OG643 |  OB8416 |P 1 V Q R|
 2104329 | 17Am05 May 20 01:11:54 17 | 17AP30 Nr2936_2  | 14:15:02.4  49:55:58 2000 | 100 | r | 1.34 | 0.69 0.70   312 |   OG674 |  OB8807 |P 1 V Q R|
 2104330 | 17Am05 May 20 01:15:27 17 | 17AP30 Nr2937_2  | 14:21:00.0  49:55:58 2000 | 167 | r | 1.33 | 0.66 0.68   519 |   OG674 |  OB8810 |P 1 V Q R|
 2104331 | 17Am05 May 20 01:19:12 17 | 17AP30 Nr2938_2  | 14:26:57.6  49:55:58 2000 | 180 | r | 1.32 | 0.61 0.62   559 |   OG674 |  OB8813 |P 1 V Q R|
 2104332 | 17Am05 May 20 01:22:46 17 | 17AP30 Nr2939_2  | 14:32:55.2  49:55:58 2000 | 168 | r | 1.32 | 0.63 0.64   519 |   OG674 |  OB8816 |P 1 V Q R|
 2104333 | 17Am05 May 20 01:26:13 17 | 17AP30 Nr2940_2  | 14:38:52.8  49:55:58 2000 | 161 | r | 1.31 | 0.64 0.66   503 |   OG674 |  OB8819 |P 1 V Q R|
 2104334 | 17Am05 May 20 01:30:04 17 | 17AP30 Nr2941_2  | 14:44:50.4  49:55:58 2000 | 186 | r | 1.30 | 0.60 0.61   560 |   OG674 |  OB8822 |P 1 V Q R|
 2104335 | 17Am05 May 20 01:33:39 17 | 17AP30 Nr2942_2  | 14:50:48.0  49:55:58 2000 | 169 | r | 1.30 | 0.59 0.61   502 |   OG674 |  OB8825 |P 1 V Q R|
 2104365 | 17Am05 May 20 02:22:48 17 | 17AP30 Nr3186_2  | 14:24:28.8  51:53:34 2000 |  30 | r | 1.60 | 0.97 0.98   136 |   OG728 |  OB9557 |P 3 O Q R|
 2104366 | 17Am05 May 20 02:24:03 17 | 17AP30 Nr3186_2  | 14:24:28.8  51:53:34 2000 |  30 | r | 1.61 | 0.77 0.77   136 |   OG728 |  OB9557 |P 1 O Q R|
 2104367 | 17Am05 May 20 02:29:48 17 | 17AP30 Nr3186_2  | 14:24:28.8  51:53:34 2000 | 300 | r | 1.62 | 0.95 0.95  1365 |   OG728 |  OB9557 |P 3 O Q R|
 2104368 | 17Am05 May 20 02:32:13 17 | 17AP30 Nr3186_2  | 14:24:28.8  51:53:34 2000 | 100 | r | 1.65 | 1.00 0.99   459 |   OG728 |  OB9557 |P 3 O Q R|
 2104519 | 17Am05 May 20 21:34:04 17 | 17AP30 Nr4188_2  | 13:30:02.4  60:42:46 2000 |  30 | r | 1.32 | 0.63 0.61    93 |   OG938 | OB12563 |A 1 O Q R|
 2104520 | 17Am05 May 20 21:35:19 17 | 17AP30 Nr4188_2  | 13:30:02.4  60:42:46 2000 |  30 | r | 1.32 | 0.62 0.60    94 |   OG938 | OB12563 |A 1 O Q R|
 2104521 | 17Am05 May 20 21:37:45 17 | 17AP30 Nr4188_2  | 13:30:02.4  60:42:46 2000 | 100 | r | 1.32 | 0.58 0.56   307 |   OG938 | OB12563 |P 1 V Q R|
 2104522 | 17Am05 May 20 21:40:25 17 | 17AP30 Nr3980_2  | 13:35:16.8  58:45:10 2000 | 100 | r | 1.29 | 0.61 0.58   298 |   OG896 | OB11939 |P 1 V Q R|
 2104523 | 17Am05 May 20 21:43:53 17 | 17AP30 Nr4189_2  | 13:37:52.8  60:42:46 2000 | 156 | r | 1.32 | 0.59 0.57   474 |   OG938 | OB12566 |P 1 V Q R|
 2104524 | 17Am05 May 20 21:47:26 17 | 17AP30 Nr4190_2  | 13:45:43.2  60:42:46 2000 | 168 | r | 1.33 | 0.57 0.54   509 |   OG938 | OB12569 |P 1 V Q R|
 2104525 | 17Am05 May 20 21:50:45 17 | 17AP30 Nr4191_2  | 13:53:33.6  60:42:46 2000 | 154 | r | 1.33 | 0.56 0.54   458 |   OG938 | OB12572 |P 1 V Q R|
 2104526 | 17Am05 May 20 21:53:48 17 | 17AP30 Nr4192_2  | 14:01:24.0  60:42:46 2000 | 136 | r | 1.33 | 0.63 0.61   397 |   OG938 | OB12575 |P 1 V Q R|
 2104527 | 17Am05 May 20 21:57:43 17 | 17AP30 Nr4193_2  | 14:09:14.4  60:42:46 2000 | 185 | r | 1.33 | 0.54 0.53   533 |   OG938 | OB12578 |P 1 V Q R|
 2104528 | 17Am05 May 20 22:01:26 17 | 17AP30 Nr4194_2  | 14:17:04.8  60:42:46 2000 | 177 | r | 1.34 | 0.58 0.58   492 |   OG938 | OB12581 |P 1 V Q R|
 2104529 | 17Am05 May 20 22:02:43 17 | 17AP30 Nr3186_2  | 14:24:28.8  51:53:34 2000 |  30 | r | 1.20 | 0.65 0.66    80 |   OG728 |  OB9557 |P 1 O Q R|
 2104530 | 17Am05 May 20 22:04:00 17 | 17AP30 Nr3186_2  | 14:24:28.8  51:53:34 2000 |  30 | r | 1.20 | 0.67 0.67    80 |   OG728 |  OB9557 |P 1 O Q R|
 2104531 | 17Am05 May 20 22:06:27 17 | 17AP30 Nr3186_2  | 14:24:28.8  51:53:34 2000 | 100 | r | 1.20 | 0.63 0.61   260 |   OG728 |  OB9557 |P 1 V Q R|
 2104532 | 17Am05 May 20 22:10:02 17 | 17AP30 Nr3307_2  | 14:27:19.2  52:52:22 2000 | 169 | r | 1.21 | 0.67 0.66   426 |   OG755 |  OB9920 |P 1 V Q R|
